rain_threshold,strong_threshold,macro_f1,moderate_or_heavy_precision,moderate_or_heavy_recall,horizon_h
0.7999999999999998,0.7500000000000001,0.6191118879794526,0.39176245210727967,0.23117793352927876,1
0.2,0.05,0.25433688973135243,0.036917109889915714,0.9447207777526566,2
0.2,0.1,0.2892289660917783,0.03995458371669636,0.9229030070088176,2
0.2,0.15000000000000002,0.3183815758301717,0.043113211656575334,0.8950938277187429,2
0.2,0.2,0.34058068146781334,0.045908906968176025,0.859258421885598,2
0.2,0.25,0.3576567641226301,0.04874231866656773,0.8168663802848746,2
0.2,0.3,0.37175428211499634,0.05140244182662112,0.7586479764865476,2
0.2,0.35000000000000003,0.38347097511796596,0.054222899626935106,0.6917250734795388,2
0.2,0.4,0.39332039645250605,0.05709899261814128,0.6138367623784762,2
0.2,0.45,0.40146113168196096,0.06024111987361278,0.5258874067375084,2
0.2,0.5,0.4084753411115451,0.06435967576820448,0.4335292787700656,2
0.2,0.55,0.4137605568662924,0.07026375002899626,0.3424146506895772,2
0.2,0.6000000000000001,0.41894821565970425,0.08091821095165111,0.2626045670359485,2
0.2,0.6500000000000001,0.422775091973969,0.09820796981843904,0.1883337101514809,2
0.2,0.7000000000000001,0.42388227560558117,0.12876066457117197,0.1296631245760796,2
0.2,0.7500000000000001,0.4167188508233622,0.17717797969000534,0.07494912955007914,2
0.25,0.05,0.27133820864133457,0.03903971067596183,0.9274248247795613,2
0.25,0.1,0.30652066054937815,0.04225790128402454,0.9062853267013339,2
0.25,0.15000000000000002,0.33657735110146175,0.045707600688994314,0.8789283291883337,2
0.25,0.2,0.3596605356486136,0.04877395061809101,0.8434320596879946,2
0.25,0.25,0.37762986956848305,0.05186447371307801,0.8017182907528827,2
0.25,0.3,0.39263201078010024,0.054784951601636565,0.7447433868415103,2
0.25,0.35000000000000003,0.40511562428036924,0.0577962297592787,0.6782726656115758,2
0.25,0.4,0.4156863405552534,0.06096849141038994,0.6021930816188108,2
0.25,0.45,0.42443826081855995,0.0645165849315262,0.5160524530861407,2
0.25,0.5,0.4320304973019636,0.06925706723523141,0.42595523400406965,2
0.25,0.55,0.43778654526243926,0.07584891262876764,0.3371015148089532,2
0.25,0.6000000000000001,0.4434381829235565,0.08798373796647874,0.2593262491521592,2
0.25,0.6500000000000001,0.4472796849746057,0.10690192008303062,0.18629889215464618,2
0.25,0.7000000000000001,0.44787453770643043,0.139469157041042,0.12830657924485644,2
0.25,0.7500000000000001,0.4397449061335359,0.18728620296465223,0.07427085688446755,2
0.3,0.05,0.2856108423088262,0.04125277070848042,0.9088853719195117,2
0.3,0.1,0.3210560254152233,0.044633073101490416,0.8886502373954329,2
0.3,0.15000000000000002,0.35191362016551514,0.04833614554127602,0.8614062853267014,2
0.3,0.2,0.3757986809800535,0.051695232975163936,0.8261361067148993,2
0.3,0.25,0.3946564642674271,0.05508807271054573,0.7852136558896676,2
0.3,0.3,0.4105123701504059,0.05840485471136715,0.7300474790865928,2
0.3,0.35000000000000003,0.4238590867111047,0.0617881907963858,0.664820257743613,2
0.3,0.4,0.4352014678816937,0.06541716746794872,0.590662446303414,2
0.3,0.45,0.44463098037314674,0.06951855068867105,0.5066696812118472,2
0.3,0.5,0.45282973635391727,0.07490901738778812,0.4188333710151481,2
0.3,0.55,0.4591928924960005,0.08258502637782018,0.33269274248247793,2
0.3,0.6000000000000001,0.46528144792009635,0.09637274889568467,0.2565001130454443,2
0.3,0.6500000000000001,0.46916420567230904,0.11739786027141523,0.18482930137915443,2
0.3,0.7000000000000001,0.4690080623071382,0.15182186234817813,0.12717612480217047,2
0.3,0.7500000000000001,0.4599651007099894,0.2,0.07381867510739318,2
0.35,0.05,0.2962233463729106,0.04313193005216952,0.886954555731404,2
0.35,0.1,0.3315150164943839,0.04659093667322022,0.8679629210942799,2
0.35,0.15000000000000002,0.363124817119435,0.05050888858732528,0.8415102871354284,2
0.35,0.2,0.38780614795011736,0.054067982871651064,0.8064661994121637,2
0.35,0.25,0.4074617683299948,0.05771735521712111,0.7664481121410807,2
0.35,0.3,0.42404448780189624,0.06126895505257322,0.7120732534478861,2
0.35,0.35000000000000003,0.4380529278301543,0.06499258101419235,0.6486547592132037,2
0.35,0.4,0.4500462769266254,0.06900285594401809,0.5763056748813022,2
0.35,0.45,0.4600034530704921,0.07350840936203101,0.4945738186751074,2
0.35,0.5,0.46872225836168196,0.0794232541807488,0.40911146280804883,2
0.35,0.55,0.47556300006396923,0.08787961862986993,0.3261361067148994,2
0.35,0.6000000000000001,0.48186447605567695,0.10271764163979732,0.25209134071896905,2
0.35,0.6500000000000001,0.4856234820481933,0.12520413718018508,0.1820031652724395,2
0.35,0.7000000000000001,0.485040751257052,0.16125290023201855,0.12570653402667872,2
0.35,0.7500000000000001,0.47557434375442836,0.21209150326797385,0.07336649333031879,2
0.39999999999999997,0.05,0.3042017118425548,0.04463063391246614,0.858693194664255,2
0.39999999999999997,0.1,0.3387013362320765,0.04806462035541195,0.8408320144698168,2
0.39999999999999997,0.15000000000000002,0.3708707954166905,0.052123524226528516,0.8155098349536514,2
0.39999999999999997,0.2,0.3963613431817985,0.055897709454762946,0.7818222925616097,2
0.39999999999999997,0.25,0.4167226143298865,0.05971342643491218,0.7429346597332127,2
