target,season,base_rate,threshold,precision,recall,f1,fired_share
h3_1.0mm,all,0.08073254638536538,0.75,0.8,2.0195288439207132e-05,4.0389557279965266e-05,2.038021325855154e-06
h3_1.0mm,all,0.08073254638536538,0.8,0.8,2.0195288439207132e-05,4.0389557279965266e-05,2.038021325855154e-06
h3_1.0mm,all,0.08073254638536538,0.85,,0.0,0.0,0.0
h3_1.0mm,all,0.08073254638536538,0.9,,0.0,0.0,0.0
h3_1.0mm,wet,0.13935304476181845,0.05,0.18625860837262467,0.9463118038537033,0.3112543251521145,0.7080018062695032
h3_1.0mm,wet,0.13935304476181845,0.1,0.23210187526577356,0.8304626069989198,0.36280514103338224,0.4986064533671712
h3_1.0mm,wet,0.13935304476181845,0.15,0.2738325616725747,0.703411189444709,0.39420438901671834,0.3579650658414367
h3_1.0mm,wet,0.13935304476181845,0.2,0.31990838009627404,0.5588392431967851,0.4068912445085263,0.2434320415377245
h3_1.0mm,wet,0.13935304476181845,0.25,0.3726883544148599,0.42365764991463317,0.39654188386339306,0.15841113024562675
h3_1.0mm,wet,0.13935304476181845,0.3,0.417604516575923,0.3256019233672865,0.3659086533598296,0.10865212803148995
h3_1.0mm,wet,0.13935304476181845,0.35,0.4513636086311037,0.2577730287227494,0.3281437125748503,0.07958429905089925
h3_1.0mm,wet,0.13935304476181845,0.4,0.491753377853704,0.1838813458925191,0.2676720712800311,0.052108285533011355
h3_1.0mm,wet,0.13935304476181845,0.45,0.5259940265073735,0.13090744375660576,0.20964036939559366,0.03468166927788064
h3_1.0mm,wet,0.13935304476181845,0.5,0.5704860143109376,0.07130164113404337,0.1267602725583316,0.017416905128769537
h3_1.0mm,wet,0.13935304476181845,0.55,0.6041189931350115,0.04752668439819278,0.0881208107889849,0.010963052401237844
h3_1.0mm,wet,0.13935304476181845,0.6,0.6811717861205916,0.013908407763156367,0.027260206927165735,0.00284536002382463
h3_1.0mm,wet,0.13935304476181845,0.65,0.780511811023622,0.004605163823040918,0.00915630376297528,0.0008222086985795859
h3_1.0mm,wet,0.13935304476181845,0.7,0.780511811023622,0.004605163823040918,0.00915630376297528,0.0008222086985795859
h3_1.0mm,wet,0.13935304476181845,0.75,1.0,2.3229073508403117e-05,4.645706786216187e-05,3.2370421203920704e-06
h3_1.0mm,wet,0.13935304476181845,0.8,1.0,2.3229073508403117e-05,4.645706786216187e-05,3.2370421203920704e-06
h3_1.0mm,wet,0.13935304476181845,0.85,,0.0,0.0,0.0
h3_1.0mm,wet,0.13935304476181845,0.9,,0.0,0.0,0.0
h3_1.0mm,dry,0.021243955639651004,0.05,0.13938294593553358,0.6713313746714087,0.2308387611325269,0.10232050877746242
h3_1.0mm,dry,0.021243955639651004,0.1,0.19743316444976566,0.5227307870728313,0.28661360577381645,0.056246222274781876
h3_1.0mm,dry,0.021243955639651004,0.15,0.23823398576512456,0.4140637080562858,0.3024510080759022,0.036923157784084934
h3_1.0mm,dry,0.021243955639651004,0.2,0.2764092160556441,0.29495902273078706,0.28538300418910834,0.022669636287185956
h3_1.0mm,dry,0.021243955639651004,0.25,0.30234448265082836,0.18694912633369415,0.23103934261758594,0.013135807579102281
h3_1.0mm,dry,0.021243955639651004,0.3,0.3207508671699653,0.12154012679758776,0.17628259041211103,0.008049839693051614
h3_1.0mm,dry,0.021243955639651004,0.35,0.3415168100078186,0.08442863769908768,0.135387285745281,0.005251859297803006
h3_1.0mm,dry,0.021243955639651004,0.4,0.37257617728531855,0.05199474253904438,0.09125449487753579,0.0029646930516135815
h3_1.0mm,dry,0.021243955639651004,0.45,0.4047510278666058,0.03425081181382403,0.06315714438464554,0.0017977044570587617
h3_1.0mm,dry,0.021243955639651004,0.5,0.4595959595959596,0.02110715942477192,0.040360733293908935,0.0009756385998107853
h3_1.0mm,dry,0.021243955639651004,0.55,0.460093896713615,0.015153858048554198,0.029341317365269463,0.0006997004099653107
h3_1.0mm,dry,0.021243955639651004,0.6,0.40575916230366493,0.005991959177361991,0.01180952380952381,0.0003137154420267003
h3_1.0mm,dry,0.021243955639651004,0.65,0.32432432432432434,0.002319468068656255,0.004605995470771121,0.0001519302533375381
h3_1.0mm,dry,0.021243955639651004,0.7,0.32432432432432434,0.002319468068656255,0.004605995470771121,0.0001519302533375381
h3_1.0mm,dry,0.021243955639651004,0.75,0.0,0.0,0.0,8.212446126353411e-07
h3_1.0mm,dry,0.021243955639651004,0.8,0.0,0.0,0.0,8.212446126353411e-07
h3_1.0mm,dry,0.021243955639651004,0.85,,0.0,0.0,0.0
h3_1.0mm,dry,0.021243955639651004,0.9,,0.0,0.0,0.0
h6_1.0mm,all,0.12410041738676754,0.05,0.22724095906280756,0.9419009863267458,0.3661462738876884,0.5143892457690677
h6_1.0mm,all,0.12410041738676754,0.1,0.262156314635398,0.8858843274880691,0.40458527680338635,0.4193628330126846
h6_1.0mm,all,0.12410041738676754,0.15,0.3016213235063706,0.7903587628053327,0.4366179549800956,0.3251887207747742
h6_1.0mm,all,0.12410041738676754,0.2,0.3395580662867897,0.6826872230780094,0.45353489178924955,0.24950598363061272
h6_1.0mm,all,0.12410041738676754,0.25,0.37594958415502017,0.5760568607679751,0.45497241832829,0.19015554178758926
h6_1.0mm,all,0.12410041738676754,0.3,0.42638991845811713,0.43452242144365655,0.43041775860414194,0.12646737535461572
h6_1.0mm,all,0.12410041738676754,0.35,0.45938279912436863,0.3542762174714169,0.4000407962689958,0.09570629667068836
h6_1.0mm,all,0.12410041738676754,0.4,0.49836949859016794,0.2670406584708158,0.347747982797373,0.06649655982000195
h6_1.0mm,all,0.12410041738676754,0.45,0.536412044494135,0.1859470608908143,0.2761624858233436,0.043019369354680925
h6_1.0mm,all,0.12410041738676754,0.5,0.5733797616546094,0.12547337443301812,0.2058913090929669,0.027157041771285095
h6_1.0mm,all,0.12410041738676754,0.55,0.607163944105491,0.08106075286652237,0.1430264465635694,0.01656829817067206
h6_1.0mm,all,0.12410041738676754,0.6,0.6623792406200854,0.038733770605952116,0.07318776045949477,0.007256986337105031
h6_1.0mm,all,0.12410041738676754,0.65,0.7372685185185185,0.014645457740349402,0.028720399599370068,0.002465190595754394
h6_1.0mm,all,0.12410041738676754,0.7,0.7855187100699726,0.008480505020314456,0.016779853777416733,0.0013397952196171781
h6_1.0mm,all,0.12410041738676754,0.75,0.8291272344900105,0.0051796113156606875,0.010294909666574184,0.0007752633123553005
h6_1.0mm,all,0.12410041738676754,0.8,0.8600732600732601,0.003855969362451267,0.0076775180820591975,0.000556379821958457
h6_1.0mm,all,0.12410041738676754,0.85,0.860637509266123,0.003813271234928382,0.007592900213202883,0.0005498581537157205
h6_1.0mm,all,0.12410041738676754,0.9,,0.0,0.0,0.0
h6_1.0mm,wet,0.2121897295127604,0.05,0.24067453341021927,0.9789513428577966,0.3863621824662437,0.8630884942574872
h6_1.0mm,wet,0.2121897295127604,0.1,0.26906287659544526,0.933261378631742,0.417700948905234,0.7359933187450635
h6_1.0mm,wet,0.2121897295127604,0.15,0.30551990974341936,0.8417288960419829,0.4483158928565988,0.5845976680348565
h6_1.0mm,wet,0.2121897295127604,0.2,0.34228290886775087,0.7317488043569462,0.46640170161045286,0.4536293716253836
h6_1.0mm,wet,0.2121897295127604,0.25,0.3783651299588332,0.6211432407075461,0.4702690840631434,0.3483413396175111
h6_1.0mm,wet,0.2121897295127604,0.3,0.42936933630203156,0.4729101990068726,0.45008920258515084,0.23370715774753661
h6_1.0mm,wet,0.2121897295127604,0.35,0.46329453282085653,0.38753708972471607,0.42204311682162443,0.1774926842848079
h6_1.0mm,wet,0.2121897295127604,0.4,0.5028707884228932,0.2939489401301287,0.3710207716561966,0.12403374292706297
h6_1.0mm,wet,0.2121897295127604,0.45,0.5411443378387842,0.2062875187832282,0.2987063550137372,0.08088801776488716
h6_1.0mm,wet,0.2121897295127604,0.5,0.5772204412596643,0.1400904646036262,0.22546173251738594,0.05149810309331745
h6_1.0mm,wet,0.2121897295127604,0.55,0.6103169511099705,0.0906972486861275,0.1579256691470181,0.031532836555269256
h6_1.0mm,wet,0.2121897295127604,0.6,0.664438189068731,0.043210959489248746,0.0811447642647912,0.013799510559231397
h6_1.0mm,wet,0.2121897295127604,0.65,0.7404472618418736,0.016037253720414032,0.03139453712655993,0.004595790550426642
h6_1.0mm,wet,0.2121897295127604,0.7,0.7937768950678583,0.009145620552093425,0.018082896279734414,0.0024447760614261112
h6_1.0mm,wet,0.2121897295127604,0.75,0.8443148688046648,0.005522459782915462,0.010973146860566012,0.0013878818091181003
h6_1.0mm,wet,0.2121897295127604,0.8,0.8803905614320586,0.004126589423421637,0.008214674810481683,0.0009945811914904637
h6_1.0mm,wet,0.2121897295127604,0.85,0.8807565789473685,0.004084637035567997,0.00813156276336469,0.0009840608045991895
h6_1.0mm,wet,0.2121897295127604,0.9,,0.0,0.0,0.0
h6_1.0mm,dry,0.03470661857458215,0.05,0.153944144024311,0.7120276377747805,0.2531548660654193,0.16052622069799222
h6_1.0mm,dry,0.03470661857458215,0.1,0.20954231722843933,0.5919405598542391,0.3095177704228402,0.09804346683485757
h6_1.0mm,dry,0.03470661857458215,0.15,0.26428003182179793,0.47164051962802583,0.3387462717006144,0.06193826868495743
h6_1.0mm,dry,0.03470661857458215,0.2,0.3099457153935634,0.3782920423085114,0.340725269338562,0.042359797119730896
h6_1.0mm,dry,0.03470661857458215,0.25,0.34712828473223195,0.2963252171032394,0.319721204539362,0.029627220645432564
h6_1.0mm,dry,0.03470661857458215,0.3,0.386330834768844,0.19635124582948818,0.2603702541575149,0.017639513034794493
h6_1.0mm,dry,0.03470661857458215,0.35,0.40394184168012925,0.1479141525283358,0.21653734238603295,0.012708760380531904
h6_1.0mm,dry,0.03470661857458215,0.4,0.428484602917342,0.10009228366579115,0.1622772524120998,0.008107326815936088
h6_1.0mm,dry,0.03470661857458215,0.45,0.4517802826981571,0.059747757980170846,0.10553814002089863,0.004589936140018921
h6_1.0mm,dry,0.03470661857458215,0.5,0.4916387959866221,0.03478384325974303,0.06497093986873219,0.00245552139177967
h6_1.0mm,dry,0.03470661857458215,0.55,0.5341651812240048,0.02127256808878162,0.04091571090478791,0.001382154683065279
h6_1.0mm,dry,0.03470661857458215,0.6,0.6156914893617021,0.010955727502898653,0.02152837514239881,0.0006175759487017765
h6_1.0mm,dry,0.03470661857458215,0.65,0.6883468834688347,0.006010269515629067,0.011916490734224723,0.0003030392620624409
h6_1.0mm,dry,0.03470661857458215,0.7,0.6917293233082706,0.004353896027069875,0.00865332612222823,0.00021845106696100075
h6_1.0mm,dry,0.03470661857458215,0.75,0.6898395721925134,0.0030524597146305106,0.006078024877497173,0.00015357274256280878
h6_1.0mm,dry,0.03470661857458215,0.8,0.6764705882352942,0.0021769480135349377,0.004339929712007925,0.00011168926731840639
h6_1.0mm,dry,0.03470661857458215,0.85,0.6766917293233082,0.002129623056718961,0.004245883851488419,0.00010922553348050037
h6_1.0mm,dry,0.03470661857458215,0.9,,0.0,0.0,0.0
