part,month,horizon_h,model,rows,rain_rate,roc_auc,pr_auc,brier_score,brier_climatology,brier_skill,v1_threshold,precision,recall,f1,predicted_rain_rate,false_positives,false_negatives,best_f1,best_threshold,f1_lost_to_fixed_threshold
A_year,2022-12,3,hist_gradient_boosting,10184,0.006284367635506678,0.9396631052371541,0.3632160901821124,0.0048299143090844154,0.006244874358928474,0.22657942634523143,0.30000000000000004,0.5609756097560976,0.359375,0.4380952380952381,0.004025923016496465,18,41,0.45544554455445546,0.3500000000000001,0.01735030645921737
A_year,2023-01,3,hist_gradient_boosting,9483,0.0004218074449014025,0.9917976579807997,0.27120781943443373,0.0003945802163798362,0.0004216295233808283,0.06415420529401672,0.30000000000000004,0.5,0.25,0.3333333333333333,0.00021090372245070126,1,3,0.4,0.40000000000000013,0.06666666666666671
A_year,2023-02,3,hist_gradient_boosting,8484,0.013201320132013201,0.8743345164152616,0.435895102138298,0.009275254793465137,0.013027045278785303,0.2880001109253839,0.30000000000000004,0.6056338028169014,0.38392857142857145,0.46994535519125685,0.008368694012258369,28,69,0.4807692307692308,0.20000000000000004,0.01082387557797393
A_year,2023-03,3,hist_gradient_boosting,10063,0.0040743317102255785,0.8671921772101377,0.385670735287395,0.003077020402997732,0.004057731531340629,0.24168950576650905,0.30000000000000004,0.7,0.34146341463414637,0.45901639344262296,0.0019874788830368676,6,27,0.45901639344262296,0.30000000000000004,0.0
A_year,2023-04,3,hist_gradient_boosting,10999,0.02127466133284844,0.8892846792986133,0.35400138293462224,0.016687242314219475,0.020822050118021046,0.19857832347752258,0.30000000000000004,0.5075757575757576,0.2863247863247863,0.366120218579235,0.01200109100827348,65,167,0.38477801268498946,0.20000000000000004,0.018657794105754466
A_year,2023-05,3,hist_gradient_boosting,13622,0.06350022023197768,0.8381859942246375,0.410155392136586,0.04753432422876358,0.059467942262468015,0.20067312874277976,0.30000000000000004,0.48095238095238096,0.35028901734104045,0.40535117056856185,0.046248715313463515,327,562,0.40535117056856185,0.30000000000000004,0.0
A_year,2023-06,3,hist_gradient_boosting,15042,0.11747108097327483,0.8600102954671168,0.558162172302618,0.07334029674530029,0.10367162610824514,0.2925711740189687,0.30000000000000004,0.5447058823529412,0.5240520656479909,0.5341794058263628,0.11301688605238665,774,841,0.5341794058263628,0.30000000000000004,0.0
A_year,2023-07,3,hist_gradient_boosting,16422,0.15631469979296067,0.8679028735060959,0.650632955480122,0.08543991297483444,0.13188041442159726,0.3521410032751424,0.30000000000000004,0.5853287723299125,0.5999220880405142,0.5925355906117737,0.16021191085129705,1091,1027,0.5925355906117737,0.30000000000000004,0.0
A_year,2023-08,3,hist_gradient_boosting,16431,0.15555961292678475,0.8767639470456372,0.6352081399950504,0.08659970015287399,0.13136081975285366,0.34074939303967977,0.30000000000000004,0.5910693301997649,0.5903755868544601,0.5907222548443922,0.15537703122147162,1044,1047,0.5907222548443922,0.30000000000000004,0.0
A_year,2023-09,3,hist_gradient_boosting,15540,0.25836550836550837,0.8329777434404064,0.7008336215994491,0.12905503809452057,0.1916127724525408,0.3264799812523703,0.30000000000000004,0.600091932888991,0.6503113325031133,0.6241931628018169,0.27998712998713,1740,1404,0.6246759979263867,0.3500000000000001,0.0004828351245698137
A_year,2023-10,3,hist_gradient_boosting,16705,0.1661777910805148,0.8268494808893931,0.593196590939102,0.09907999634742737,0.1385627328321156,0.2849448453973986,0.30000000000000004,0.559583494022368,0.5226945244956772,0.5405103371205066,0.15522298712960192,1142,1325,0.5416457181163064,0.25000000000000006,0.0011353809957997951
A_year,2023-11,3,hist_gradient_boosting,16050,0.04747663551401869,0.8924612445422344,0.39923288668758133,0.03554369881749153,0.04522260459428771,0.2140280477789811,0.30000000000000004,0.44754098360655736,0.35826771653543305,0.3979591836734694,0.038006230529595016,337,489,0.40051347881899874,0.25000000000000006,0.0025542951455293506
A_year,2023-12,3,hist_gradient_boosting,17140,0.012077012835472578,0.8838482784238306,0.2610662450672977,0.010176992043852806,0.011931158596444408,0.14702399087330542,0.30000000000000004,0.5068493150684932,0.178743961352657,0.2642857142857143,0.0042590431738623105,36,170,0.31137724550898205,0.20000000000000004,0.04709153122326776
A_year,2024-01,3,hist_gradient_boosting,15957,0.013787052704142383,0.8284179726989666,0.25462274049867706,0.011798162013292313,0.013596969881875583,0.13229476009805952,0.30000000000000004,0.6666666666666666,0.14545454545454545,0.23880597014925373,0.003008084226358338,16,188,0.2962962962962963,0.1,0.05749032614704255
A_year,2024-02,3,hist_gradient_boosting,15865,0.007563819728963126,0.8303943050703927,0.232618839732529,0.006547777913510799,0.007506608360070875,0.12773151343025735,0.30000000000000004,0.5365853658536586,0.18333333333333332,0.2732919254658385,0.0025843050740624015,19,98,0.32748538011695905,0.25000000000000006,0.05419345465112052
A_year,2024-03,3,hist_gradient_boosting,17518,0.020493206987098982,0.9087841539745988,0.3957866884472754,0.015281117521226406,0.0200732354544829,0.23873171537906135,0.30000000000000004,0.5721649484536082,0.30919220055710306,0.4014466546112116,0.011074323552917,83,248,0.4176470588235294,0.20000000000000004,0.01620040421231783
A_year,2024-04,3,hist_gradient_boosting,16950,0.009144542772861357,0.9322989753094719,0.3070632392866072,0.007707325275987387,0.009060920110336665,0.1493882318645655,0.30000000000000004,0.47058823529411764,0.25806451612903225,0.3333333333333333,0.005014749262536873,45,115,0.34285714285714286,0.5000000000000001,0.009523809523809545
A_year,2024-05,3,hist_gradient_boosting,17786,0.13426290340717417,0.8804184172583923,0.635993555606048,0.07522420585155487,0.11623637617584999,0.35283421312317265,0.30000000000000004,0.6088595664467483,0.541038525963149,0.572949002217295,0.11930732036433149,830,1096,0.5778307508939213,0.3500000000000001,0.004881748676626385
A_year,2024-06,3,hist_gradient_boosting,17241,0.1440171683777043,0.8742059502380111,0.6228572476040091,0.08108701556921005,0.12327622359017228,0.3422331313556364,0.30000000000000004,0.6051449571253573,0.5968586387434555,0.6009732360097324,0.14204512499274985,967,1001,0.6009732360097324,0.30000000000000004,0.0
A_year,2024-07,3,hist_gradient_boosting,17744,0.2396302975653742,0.8253854100921518,0.6723372676870103,0.12619580328464508,0.1822076180541044,0.3074065473641573,0.30000000000000004,0.6110304789550073,0.5940733772342427,0.602432625804913,0.23298016230838595,1608,1726,0.602432625804913,0.30000000000000004,0.0
A_year,2024-08,3,hist_gradient_boosting,16991,0.15790712730268966,0.8330344580456723,0.5998356690387497,0.0936075821518898,0.13297246644970181,0.2960378591811875,0.30000000000000004,0.5552158960641956,0.5415579575102497,0.5483018867924528,0.1540227179094815,1164,1230,0.5483018867924528,0.30000000000000004,0.0
A_year,2024-09,3,hist_gradient_boosting,15684,0.19656975261412904,0.8279058370867445,0.6251707629998643,0.11134900152683258,0.15793008497134917,0.2949474981474687,0.30000000000000004,0.552591229684146,0.5844956211482323,0.5680958385876419,0.20791889824024484,1459,1281,0.5680958385876419,0.30000000000000004,0.0
A_year,2024-10,3,hist_gradient_boosting,16929,0.14259554610431804,0.8325728234169664,0.5639560434072121,0.08842595666646957,0.12226205633552935,0.27675061816563773,0.30000000000000004,0.5298013245033113,0.5302402651201326,0.5300207039337475,0.1427136865733357,1136,1134,0.5300207039337475,0.30000000000000004,0.0
A_year,2024-11,3,hist_gradient_boosting,17369,0.03546548448385054,0.872089588916426,0.29427013544115105,0.02920464612543583,0.0342076838941763,0.14625479422160503,0.30000000000000004,0.44036697247706424,0.23376623376623376,0.3054082714740191,0.018826645172433647,183,472,0.3412204234122042,0.15000000000000002,0.0358121519381851
